,userId,movieId,rating,timestamp,title,genres,description,cast
14143,90,1417,3.0,856354513,"Portrait of a Lady, The (1996)",Drama,"An American girl inherits a fortune and falls into a misguided relationship with a gentleman confidence artist whose true nature, including a barbed and covetous disposition, turns her life into a nightmare.","['Nicole Kidman', 'John Malkovich', 'Barbara Hershey', 'Martin Donovan', 'Mary-Louise Parker', 'Shelley Winters', 'Richard E. Grant', 'Shelley Duvall', 'Christian Bale', 'Viggo Mortensen', 'Valentina Cervi', 'John Gielgud', 'Roger Ashton-Griffiths', 'Catherine Zago', 'Alessandra Vanzi', 'Amy Lindsay', 'Katherine Anne Porter', 'Eddy Seager']"
14218,91,384,3.5,1112717242,Bad Company (1995),Action|Crime|Drama,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???","['Ellen Barkin', 'Laurence Fishburne', 'Frank Langella', 'Michael Beach', 'Gia Carides', 'David Ogden Stiers', 'Daniel Hugh Kelly', 'Spalding Gray', 'James Hong', 'Tegan West', 'Fred Henderson', 'Michelle Beaudoin', 'Sherry Bie', 'Alan Robertson', 'L. Harvey Gold', 'A.C. Peterson', 'Larry Musser', 'Brian Drummond']"
14229,91,464,4.0,1112716881,Hard Target (1993),Action|Adventure|Crime|Thriller,"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.","['Jean-Claude Van Damme', 'Lance Henriksen', 'Yancy Butler', 'Chuck Pfarrer', 'Robert Apisa', 'Arnold Vosloo', 'Douglas Rye', 'Mike Leinert', 'Lenore Banks', 'Willie C. Carpenter', 'Barbara Tasker', 'Kasi Lemmons', 'Randy Cheramie', 'Eliott Keener', 'Robert Pavlovich', 'Marco St. John', 'Joe Warfield', 'Jeanette Kontomitras']"
14241,91,533,4.0,1112716908,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",['nan']
14349,91,1321,4.5,1112711566,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.,"['David Naughton', 'Jenny Agutter', 'Joe Belcher', 'Griffin Dunne', 'David Schofield', 'Brian Glover', 'Lila Kaye', 'Rik Mayall', 'Sean Baker', 'Paddy Ryan', 'Anne-Marie Davies', 'John Woodvine', 'Frank Oz', 'Don McKillop', 'Paul Kember', 'Colin Fernandes', 'Albert Moses', 'Jim Henson']"
14350,91,1337,4.5,1112712688,"Body Snatcher, The (1945)",Drama|Horror|Thriller,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",['Doug Heim']
14393,91,1760,0.5,1112717209,Spice World (1997),Comedy,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,"['Mel B', 'Emma Bunton', 'Melanie C', 'Geri Horner', 'Victoria Beckham', 'Kevin Allen', 'Devon Anderson', 'Michael Barrymore', 'Richard Briers', 'Simon Chandler', 'Elvis Costello', 'Alan Cumming', 'The Dream Boys', 'David Fahm', 'Jason Flemyng', 'Neil Fox', 'Stephen Fry', 'Bob Geldof']"
14395,91,1771,4.0,1112717639,Night Flier (1997),Horror,A reporter is on the trail of a vampiric murderer who travels by plane.,"['Miguel Ferrer', 'Julie Entwisle', 'Dan Monahan', 'Michael H. Moss', 'John Bennes', 'Beverly Skinner', 'Rob Wilds', 'Richard K. Olsen', 'Elizabeth McCormick', 'J.R. Rodriguez', 'Robert Leon Casey', 'Ashton Stewart', 'William Neely', 'Windy Wenderlich', 'General Fermon Judd Jr.', 'Korbi Dean', 'Rachel Lewis', 'Kristen Leigh']"
14800,93,1606,4.0,942946766,Kull the Conqueror (1997),Action|Adventure,A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.,"['Kevin Sorbo', 'Tia Carrere', 'Thomas Ian Griffith', 'Litefoot', 'Roy Brocksmith', 'Harvey Fierstein', 'Karina Lombard', 'Edward Tudor-Pole', 'Douglas Henshall', 'Joe Shaw', 'Sven-Ole Thorsen', 'Terry ONeill', 'Pat Roach', 'John Hallam', 'Peter Petruna', 'Boris Bacik', 'Paul Kynman', 'Paul Weston']"
14945,95,1529,4.0,1043340210,Nowhere (1997),Comedy|Drama,Follows a day in the lives of a group of Los Angeles high school students and the strange lives they lead.,"['James Duval', 'Rachel True', 'Nathan Bexton', 'Chiara Mastroianni', 'Debi Mazar', 'Kathleen Robertson', 'Joshua Gibran Mayweather', 'Jordan Ladd', 'Christina Applegate', 'Sarah Lassez', 'Guillermo Díaz', 'Jeremy Jordan', 'Alan Boyce', 'Jaason Simmons', 'Ryan Phillippe', 'Heather Graham', 'Scott Caan', 'Thyme Lewis']"
15476,101,233,4.0,968440983,Exotica (1994),Drama,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.","['Bruce Greenwood', 'Elias Koteas', 'Don McKellar', 'Mia Kirshner', 'Arsinée Khanjian', 'Victor Garber', 'Sarah Polley', 'David Hemblen', 'Calvin Green', 'Jack Blum', 'Ken McDougall', 'Peter Krantz', 'Billy Merasty', 'Damon DOliveira', 'Maury Chaykin', 'C.J. Lusby', 'Nadine Ramkisson']"
16019,104,938,3.0,1161675732,Gigi (1958),Musical,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.","['Leslie Caron', 'Maurice Chevalier', 'Louis Jourdan', 'Hermione Gingold', 'Eva Gabor', 'Jacques Bergerac', 'Isabel Jeans', 'John Abbott', 'Marie-Hélène Arnaud', 'Jack Ary', 'Daniel Aubé', 'Richard Bean', 'Cecil Beaton', 'Jacques Bertrand', 'Paul Cristo', 'Hubert de Lapparent', 'Cilly Feindt', 'Edwin Jerome']"
16050,104,1833,2.5,1079946599,Mercury Rising (1998),Action|Drama|Thriller,Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.,"['Bruce Willis', 'Miko Hughes', 'Alec Baldwin', 'Chi McBride', 'Kim Dickens', 'Robert Stanton', 'Bodhi Elfman', 'Carrie Preston', 'Lindsey Ginter', 'Peter Stormare', 'Kevin Conway', 'John Carroll Lynch', 'Kelley Hazen', 'John Doman', 'Richard Riehle', 'Chad Lindberg', 'Hank Harris', 'James MacDonald']"
16266,105,665,4.5,1447574325,Underground (1995),Comedy|Drama|War,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.","['Predrag Miki Manojlovic', 'Lazar Ristovski', 'Mirjana Jokovic', 'Slavko Stimac', 'Ernst Stötzner', 'Srdjan Zika Todorovic', 'Mirjana Karanovic', 'Milena Pavlovic', 'Danilo Bata Stojkovic', 'Bora Todorovic', 'Davor Dujmovic', 'Nele Karajlic', 'Branislav Lecic', 'Dragan Nikolic', 'Erol Kadic', 'Predrag Zagorac', 'Hark Bohm', 'Petar Kralj']"
16282,105,935,4.0,1526207027,"Band Wagon, The (1953)",Comedy|Musical,A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.,"['Fred Astaire', 'Cyd Charisse', 'Oscar Levant', 'Nanette Fabray', 'Jack Buchanan', 'James Mitchell', 'Robert Gist', 'India Adams', 'Fred Aldrich', 'Richard Alexander', 'Ernest Anderson', 'Barbara Bailey', 'Patsy Bangs', 'Lysa Baugher', 'Mary Bayless', 'Brandon Beach', 'Ralph Beaumont', 'Don Beddoe']"
16286,105,1178,4.0,1447574111,Paths of Glory (1957),Drama|War,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.","['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready', 'Wayne Morris', 'Richard Anderson', 'Joe Turkel', 'Christiane Kubrick', 'Jerry Hausner', 'Peter Capell', 'Emile Meyer', 'Bert Freed', 'Kem Dibbs', 'Timothy Carey', 'Fred Bell', 'John Stein', 'Harold Benedict', 'Leon Briggs']"
16321,105,1354,4.0,1448647819,Breaking the Waves (1996),Drama|Mystery,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.","['Emily Watson', 'Stellan Skarsgård', 'Katrin Cartlidge', 'Jean-Marc Barr', 'Adrian Rawlins', 'Jonathan Hackett', 'Sandra Voe', 'Udo Kier', 'Mikkel Gaup', 'Roef Ragas', 'Phil McCall', 'Robert Robertson', 'Desmond Reilly', 'Sarah Gudgeon', 'Finlay Welsh', 'David Gallacher', 'Ray Jeffries', 'Owen Kavanagh']"
17035,108,156,4.0,1042840602,Blue in the Face (1995),Comedy|Drama,"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.","['Harvey Keitel', 'Lou Reed', 'Michael J. Fox', 'Roseanne Barr', 'Mel Gorham', 'Jim Jarmusch', 'Lily Tomlin', 'Jared Harris', 'Giancarlo Esposito', 'Malik Yoba', 'José Zúñiga', 'Victor Argo', 'Stephen Gevedon', 'The John Lurie National Orchestra', 'Madonna', 'Sharif Rashed', 'Mira Sorvino', 'Keith David']"
17051,108,1684,5.0,1042840477,Mrs. Dalloway (1997),Drama|Romance,"In 1923 London, socialite Clarissa Dalloway's (Vanessa Redgrave's) well-planned party is overshadowed by the return of an old suitor she had known thirty-three years earlier.","['Vanessa Redgrave', 'Natascha McElhone', 'Michael Kitchen', 'Alan Cox', 'Sarah Badel', 'Lena Headey', 'John Standing', 'Robert Portal', 'Oliver Ford Davies', 'Hal Cruttenden', 'Rupert Graves', 'Amelia Bullmore', 'Margaret Tyzack', 'Robert Hardy', 'Richenda Carey', 'Katie Carr', 'Selina Cadell', 'Amanda Drew']"
17156,109,283,2.0,841275803,New Jersey Drive (1995),Crime|Drama,"Jason and Midget are two young, black teenagers living in Newark,New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.","['Shar-Ron Corley', 'Gabriel Casseus', 'Saul Stein', 'Gwen McGee', 'Andre Moore', 'Donald Faison', 'Conrad Meertins Jr.', 'Devin Eggleston', 'Koran C. Thomas', 'Michele Morgan', 'Samantha Brown', 'Christine Baranski', 'Robert Jason Jackson', 'Roscoe Orman', 'Heavy D', 'Gary DeWitt Marshall', 'Sean Squire', 'Ron Brice']"
17204,109,528,3.0,841275665,"Scout, The (1994)",Comedy|Drama,The story of a baseball scout who discovers a talented but troubled baseball player.,"['Albert Brooks', 'Brendan Fraser', 'Dianne Wiest', 'Anne Twomey', 'Lane Smith', 'Michael Rapaport', 'Barry Shabaka Henley', 'John Capodice', 'Art Garfield', 'Louis Giovannetti', 'Stephen Demek', 'Ralph Drischell', 'Brett Rickaby', 'Jack Rader', 'Marcia Rodd', 'Steve Eastin', 'Lee Weaver', 'John LaMotta']"
18002,113,71,1.0,980051522,Fair Game (1995),Action,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.","['William Baldwin', 'Cindy Crawford', 'Steven Berkoff', 'Christopher McDonald', 'Miguel Sandoval', 'Johann Carlo', 'Salma Hayek', 'John Bedford Lloyd', 'Olek Krupa', 'Jenette Goldstein', 'Marc Macaulay', 'Sonny Carl Davis', 'Frank Medrano', 'Don Yesso', 'Paul Dillon', 'Gustav Vintas', 'Christian Bodegaard', 'Gary Francis Hope']"
18022,113,779,3.0,980051988,'Til There Was You (1997),Drama|Romance,"Two strangers, whose paths are always crossing, finally meet when fate steps in.","['Jeanne Tripplehorn', 'Dylan McDermott', 'John Plumpis', 'Janel Moloney', 'Yvonne Zima', 'Christine Ebersole', 'Kellen Fink', 'Karen Allen', 'Kale Browne', 'Michael Tucker', 'Alexandra Theriault', 'Kimberly Paige', 'Jim Jansen', 'Sean Bolvin', 'Kenneth Flores', 'Joette Hayward', 'Mary Martin', 'Steven Scott']"
18040,113,1043,2.0,980051894,To Gillian on Her 37th Birthday (1996),Drama|Romance,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.","['Peter Gallagher', 'Michelle Pfeiffer', 'Claire Danes', 'Laurie Fortier', 'Wendy Crewson', 'Bruce Altman', 'Kathy Baker', 'Freddie Prinze Jr.', 'Rachel Seidman-Lockamy', 'Lorielle New', 'Danny Crook', 'Seth Green', 'Todd Haven', 'Matt Mosher', 'J Schaefer']"
18065,113,1589,2.0,980307560,Cop Land (1997),Action|Crime|Drama|Thriller,"The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.","['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro', 'Peter Berg', 'Janeane Garofalo', 'Robert Patrick', 'Michael Rapaport', 'Annabella Sciorra', 'Noah Emmerich', 'Cathy Moriarty', 'John Spencer', 'Frank Vincent', 'Malik Yoba', 'Arthur J. Nascarella', 'Edie Falco', 'Victor Williams', 'Paul Calderon']"
18066,113,1600,4.0,980051480,She's So Lovely (1997),Drama|Romance,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.","['Sean Penn', 'Robin Wright', 'John Travolta', 'James Gandolfini', 'Susan Traylor', 'Harry Dean Stanton', 'Debi Mazar', 'Bobby Cooper', 'John Marshall Jones', 'Chloe Webb', 'James Soravilla', 'Jamie Bozian', 'Paul Johansson', 'Justina Machado', 'Tito Larriva', 'Tony Marsico', 'Ilya Brodsky', 'Burt Young']"
18076,113,1735,2.0,980051704,Great Expectations (1998),Drama|Romance,Modernization of Charles Dickens' classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,"['Ethan Hawke', 'Gwyneth Paltrow', 'Hank Azaria', 'Chris Cooper', 'Anne Bancroft', 'Robert De Niro', 'Josh Mostel', 'Kim Dickens', 'Nell Campbell', 'Gabriel Mann', 'Jeremy James Kissner', 'Raquel Beaudene', 'Stephen Spinella', 'Marla Sucharetza', 'Isabelle Anderson', 'Peter Jacobson', 'Drena De Niro', 'Lance Reddick']"
18196,115,487,5.0,944951378,Lightning Jack (1994),Comedy|Western,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.","['Paul Hogan', 'Cuba Gooding Jr.', 'Beverly DAngelo', 'Kamala Lopez', 'Pat Hingle', 'L.Q. Jones', 'Richard Riehle', 'Frank McRae', 'Roger Daltrey', 'Max Cullen', 'Sandy Ward', 'Roy Brocksmith', 'Douglas Stewart', 'Kevin OMorrison', 'Mark Miles', 'Clif Stokes', 'Bob Sorenson', 'Ramond OConnor']"
18402,117,73,4.0,844163663,"Misérables, Les (1995)",Drama|War,A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.,"['Jean-Paul Belmondo', 'Michel Boujenah', 'Alessandra Martines', 'Salomé Lelouch', 'Annie Girardot', 'Philippe Léotard', 'Clémentine Célarié', 'Philippe Khorsand', 'Ticky Holgado', 'Rufus', 'Nicole Croisille', 'William Leymergie', 'Jean Marais', 'Micheline Presle', 'Darry Cowl', 'Daniel Toscan du Plantier', 'Antoine Duléry', 'Jacques Gamblin']"
18509,117,656,3.0,844163962,Eddie (1996),Comedy,"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin (Whoopi Goldberg), as coach. Season victory?","['Whoopi Goldberg', 'Frank Langella', 'Dennis Farina', 'Richard Jenkins', 'Lisa Ann Walter', 'John Benjamin Hickey', 'Troy Byer', 'John Salley', 'Rick Fox', 'Malik Sealy', 'Mark Jackson', 'Dwayne Schintzius', 'Greg Ostertag', 'Vernel Singleton', 'Marv Albert', 'Chris Berman', 'Aasif Mandvi', 'Johnny Williams']"
19270,125,501,4.5,1474295924,Naked (1993),Drama,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge', 'Greg Cruttwell', 'Claire Skinner', 'Peter Wight', 'Ewen Bremner', 'Susan Vidler', 'Deborah MacLaren', 'Gina McKee', 'Carolina Giammetta', 'Elizabeth Berrington', 'Darren Tunstall', 'Robert Putt', 'Lynda Rooke', 'Angela Curran', 'Peter Whitman', 'Jo Abercrombie']"
19991,132,390,2.0,1161799601,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,"Three go-go dancers holding a young girl hostage come across a crippled old man living with his two sons in the desert. After learning he's hiding a sum of cash around, the women start scheming on him.","['Tura Satana', 'Haji', 'Lori Williams', 'Ray Barlow', 'Sue Bernard', 'Michael Finn', 'Dennis Busch', 'Stuart Lancaster', 'Paul Trinka', 'John Furlong']"
20000,132,567,2.0,1157992669,Kika (1993),Comedy|Drama,"Kika, a cute cosmetologist, prepares Ramon for funeral when he revives. He proposes to the much older Kika who has his dad as lover. Did Ramon's dad murder his mom? What about the escaped rapist and the PSYCHOlogist video reporter?","['Peter Coyote', 'Verónica Forqué', 'Victoria Abril', 'Àlex Casanovas', 'Rossy de Palma', 'Santiago Lajusticia', 'Anabel Alonso', 'Bibiana Fernández', 'Jesús Bonilla', 'Karra Elejalde', 'Manuel Bandera', 'Charo López', 'Francisca Caballero', 'Mónica Bardem', 'Joaquín Climent', 'Blanca Li', 'Claudia Aros', 'Agustín Almodóvar']"
20397,135,393,3.0,1009693004,Street Fighter (1994),Action|Adventure|Fantasy,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,"['Jean-Claude Van Damme', 'Raul Julia', 'Ming-Na Wen', 'Damian Chapa', 'Kylie Minogue', 'Simon Callow', 'Byron Mann', 'Roshan Seth', 'Andrew Bryniarski', 'Grand L. Bush', 'Robert Mammone', 'Miguel A. Núñez Jr.', 'Gregg Rainwater', 'Kenya Sawada', 'Jay Tavare', 'Peter Navy Tuiasosopo', 'Wes Studi', 'Gerry Day']"
20425,135,893,5.0,1009693889,Mother Night (1996),Drama,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.","['Nick Nolte', 'Sheryl Lee', 'Tony Robinow', 'Michael McGill', 'Shimon Aviel', 'Bill Corday', 'Bronwen Mantel', 'Brawley Nolte', 'John Goodman', 'Louis Strauss', 'Zach Grenier', 'Richard Zeman', 'Thomas Hauff', 'Jeff Pufah', 'Norman Rodway', 'Kirsten Dunst', 'David Strathairn', 'Arye Gross']"
20471,135,1422,4.0,1009691357,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,A young woman is murdered in the White House. Homicide detective Regis (Wesley Snipes) investigates while Secret Service works against him. He's assigned agent Chance (Diane Lane). She eventually cooperates after a man's framed.,"['Wesley Snipes', 'Diane Lane', 'Daniel Benzali', 'Dennis Miller', 'Alan Alda', 'Ronny Cox', 'Diane Baker', 'Tate Donovan', 'Harris Yulin', 'Tom Wright', 'Nicholas Pryor', 'Charles Rocket', 'Nigel Bennett', 'Tamara Gorski', 'Douglas OKeeffe', 'Tony Nappo', 'Mary Moore', 'George R. Robertson']"
20477,135,1483,4.0,1009691378,Crash (1996),Drama|Thriller,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.","['James Spader', 'Holly Hunter', 'Elias Koteas', 'Deborah Kara Unger', 'Rosanna Arquette', 'Peter MacNeill', 'Yolande Julian', 'Cheryl Swarts', 'Judah Katz', 'Nicky Guadagni', 'Ronn Sarosiak', 'Boyd Banks', 'Markus Parilo', 'Alice Poon', 'John Stoneham Jr.', 'David Cronenberg', 'Jordan-Patrick Marcantonio']"
20661,136,132,3.0,832449989,Jade (1995),Thriller,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.","['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Richard Crenna', 'Michael Biehn', 'Donna Murphy', 'Ken King', 'Holt McCallany', 'David Hunt', 'Angie Everhart', 'Kevin Tighe', 'Robin Thomas', 'Jay Jacobus', 'Victoria Smith', 'Drew Snyder', 'Bud Bostwick', 'Darryl Chan', 'Graham Cowley']"
20679,136,188,5.0,832451540,"Prophecy, The (1995)",Fantasy|Horror|Mystery,"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school teacher.","['Christopher Walken', 'Elias Koteas', 'Virginia Madsen', 'Eric Stoltz', 'Viggo Mortensen', 'Amanda Plummer', 'Moriah Shining Dove Snyder', 'Adam Goldberg', 'Steve Hytner', 'J.C. Quinn', 'Emma Shenah', 'Albert Nelson', 'Shawn Nelson', 'Emily Conforto', 'Sioux-z Jessup', 'Sandra Ellis Lafferty', 'William Buck Hart', 'Christina Holmes']"
21165,140,373,3.0,967048734,Red Rock West (1992),Thriller,"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.","['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle', 'Craig Reay', 'Vance Johnson', 'Robert Apel', 'Bobby Joe McFadden', 'J.T. Walsh', 'Dale Gibson', 'Ted Parks', 'Babs Bram', 'Robert Guajardo', 'Sarah Sullivan', 'Timothy Carhart', 'Dan Shor', 'Michael Ruud', 'Dwight Yoakam', 'Peter Kevin Quinn']"
21274,140,1344,3.0,952101286,Cape Fear (1962),Crime|Drama|Thriller,A lawyer's family is stalked by a man he once helped put in jail.,"['Gregory Peck', 'Robert Mitchum', 'Polly Bergen', 'Lori Martin', 'Martin Balsam', 'Jack Kruschen', 'Telly Savalas', 'Barrie Chase', 'Paul Comi', 'John McKee', 'Page Slattery', 'Ward Ramsey', 'Edward Platt', 'Will Wright', 'Joan Staley', 'Norma Yost', 'Mack Williams', 'Tom Newman']"
21279,140,1401,4.0,949667141,Ghosts of Mississippi (1996),Drama,A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white racist to justice for the 1963 murder of the civil rights leader.,"['Alec Baldwin', 'James Woods', 'Whoopi Goldberg', 'Virginia Madsen', 'Susanna Thompson', 'Craig T. Nelson', 'Lucas Black', 'Joe Tello', 'Alexa PenaVega', 'William H. Macy', 'Ben Bennett', 'Darrell Evers', 'Yolanda King', 'Jerry Levine', 'James Van Evers', 'Sky Rumph', 'Zoaunne LeRoy', 'Michael OKeefe']"
21283,140,1465,4.0,949667201,Rosewood (1997),Action|Drama,A dramatization of a 1923 horrific racist lynch mob attack on an African-American community.,"['Jon Voight', 'Ving Rhames', 'Don Cheadle', 'Bruce McGill', 'Loren Dean', 'Esther Rolle', 'Elise Neal', 'Robert Patrick', 'Michael Rooker', 'Catherine Kellner', 'Akosua Busia', 'Paul Benjamin', 'Kevin Jackson', 'Mark Boone Junior', 'Muse Watson', 'Badja Djola', 'Kathryn Meisle', 'Jaimz Woolvett']"
21298,140,1661,3.0,967047762,Switchback (1997),Crime|Mystery|Thriller,An FBI agent tries to catch a serial killer who kidnapped his son.,"['Danny Glover', 'Dennis Quaid', 'Claudia Stedelin', 'Ian Nelson', 'Brent Hinkley', 'R. Lee Ermey', 'Walton Goggins', 'Ted Levine', 'Louis Schaefer', 'William Fichtner', 'Jared Leto', 'Robert L. Somers', 'Lexie Stuart', 'Ted Markland', 'Gregory Scott Cummins', 'Tommy Puett', 'Stuart Proud Eagle Grant', 'Ken Thorley']"
21305,140,1727,5.0,949667094,"Horse Whisperer, The (1998)",Drama|Romance,"Documentary following American horse trainer and Monty Roberts, who is known for his gentle training methods based on natural horsemanship.","['John Forsythe', 'Monty Roberts']"
22340,151,9,4.0,855947372,Sudden Death (1995),Action,A former fireman takes on a group of terrorists holding the Vice President and others hostage during the seventh game of the NHL Stanley Cup finals.,"['Jean-Claude Van Damme', 'Powers Boothe', 'Raymond J. Barry', 'Whittni Wright', 'Ross Malinger', 'Dorian Harewood', 'Kate McNeil', 'Michael Gaston', 'Audra Lindley', 'Brian Delate', 'Steve Aronson', 'Michael R. Aubele', 'Karen Elise Baldwin', 'Jennifer D. Bowser', 'Pat Brisson', 'Glenda Morgan Brown', 'Jophery C. Brown', 'William Cameron']"
22343,151,75,3.0,855948083,Big Bully (1996),Comedy|Drama,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.","['Rick Moranis', 'Tom Arnold', 'Julianne Phillips', 'Carol Kane', 'Jeffrey Tambor', 'Curtis Armstrong', 'Faith Prince', 'Tony Pierce', 'Don Knotts', 'Blake Bashoff', 'Cody McMains', 'Harry Waters Jr.', 'Stuart Pankin', 'Justin Jon Ross', 'Michael Zwiener', 'Tiffany Foster', 'Matthew Slowik', 'C.J. Grayson']"
22355,151,634,2.0,855948155,Theodore Rex (1995),Comedy,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.","['Whoopi Goldberg', 'Armin Mueller-Stahl', 'Juliet Landau', 'Bud Cort', 'Stephen McHattie', 'George Newbern', 'Carol Kane', 'Richard Roundtree', 'Jack Riley', 'Peter Mackenzie', 'Joe Dallesandro', 'Tony T. Johnson', 'Susie Coelho', 'Peter Kwong', 'Edith Diaz', 'Robert Martin Robinson', 'Dee Booher', 'William Boyett']"
22377,151,813,4.0,855948256,Larger Than Life (1996),Comedy,A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,"['Bill Murray', 'Matthew McConaughey', 'Jerry Adler', 'Richard Alan Baker', 'Richie Allan', 'Kimberly Thornton', 'Anita Gillette', 'Maureen Mueller', 'Jeremy Piven', 'Alex Neiwerth', 'Alfa-Betty Olsen', 'Carrie Houk', 'Harve Presnell', 'Tai', 'Earl Billings', 'Jeannine Hutchings', 'Roy Blount Jr.', 'Teddy Couch']"
22380,151,840,4.0,855948083,House Arrest (1996),Children|Comedy,"A group of children, desperate to keep their various parents from getting divorces, kidnap them and hold them prisoner in a basement in order to force them to reconcile.","['Jamie Lee Curtis', 'Kevin Pollak', 'Kyle Howard', 'Herbert Russell', 'Amy Sakasitz', 'Mooky Arizona', 'Caroline Aaron', 'Alex Seltz-Wald', 'Josh Wolford', 'Wallace Shawn', 'Jennifer Love Hewitt', 'Patrika Darbo', 'Ray Walston', 'Christopher McDonald', 'Colleen Camp', 'Sheila McCarthy', 'Jennifer Tilly', 'K. Todd Freeman']"
